,Date,Location,Deaths,Injuries,Description,Suspects Deaths,Suspects Injuries,Total,dt,City,State,Location_,loc,loc_name,loc_coords,lat,long,Month,Year,Day
63,"February 14, 1920","Durant, Oklahoma",0,1,"At the Durant Normal School, teacher Albert McFarland, was seriously wounded by one of his pupils.[69]",0,0,1,1920-02-14,Durant,Oklahoma,"Durant, Oklahoma","Durant, Bryan County, Oklahoma, USA","Durant, Bryan County, Oklahoma, USA","(33.9958945, -96.3814259)",33.9958945,-96.3814259,2,1920,14
64,"March 4, 1920","Cincinnati, Ohio",0,1,"14-year-old student, Lawrence Angel, shot his teacher, Beatrice Conner, through the arm for sending him to the principal's office.[70]",0,0,1,1920-03-04,Cincinnati,Ohio,"Cincinnati, Ohio","Cincinnati, Hamilton County, Ohio, USA","Cincinnati, Hamilton County, Ohio, USA","(39.1014537, -84.5124602)",39.1014537,-84.5124602,3,1920,4
65,"May 1, 1920","Summerville, Georgia",0,0,"At the High School, 15-year-old student Alexander Potter, fired six shots at his teacher, Prof. Ransom, but missed. Potter was upset over having been whipped and expelled. He was sentenced to six years at a reform school.[71]",0,0,0,1920-05-01,Summerville,Georgia,"Summerville, Georgia","Summerville, Chattooga County, Georgia, 30747, USA","Summerville, Chattooga County, Georgia, 30747, USA","(34.480642, -85.3477343)",34.480642,-85.3477343,5,1920,1
66,"May 15, 1920","Bowling Green, Ohio",1,0,"While attending her son's school track meet, Mrs. F. Mahl was killed accidentally by a shot from the starter's pistol.[72]",0,0,1,1920-05-15,Bowling Green,Ohio,"Bowling Green, Ohio","Bowling Green, Wood County, Ohio, USA","Bowling Green, Wood County, Ohio, USA","(41.3747744, -83.6513229)",41.3747744,-83.6513229,5,1920,15
67,"August 1, 1920","Ogden, Utah",0,1,"Mike Smults, the night watchman at the Utah school for the Deaf and Blind, shot a 10-year-old boy, Dennis McDonald, as he and his brother Clinton cut through the campus. The watchman said he fired into the air as a warning.[73]",0,0,1,1920-08-01,Ogden,Utah,"Ogden, Utah","Ogden, Weber County, Utah, USA","Ogden, Weber County, Utah, USA","(41.2230048, -111.9738429)",41.2230048,-111.9738429,8,1920,1
68,"October 22, 1920","Chicago, Illinois",0,1,"Mrs. Carmila Rindoni went to the school and twice shot Rosalind I. Reynolds, her son's teacher, for spanking her son the day before. Mrs. Rindoni was arrested; Miss Reynolds was expected to recover.[74]",0,0,1,1920-10-22,Chicago,Illinois,"Chicago, Illinois","Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,10,1920,22
69,"November 4, 1920","Middlesboro, Kentucky",1,0,"Prof. Barnes of Middlesboro High School was fatally shot by Adolphus Oaks, for whipping his sister the week before. Barnes had submitted his resignation to the school board, as students had boycotted his class in protest over the whipping. He intended to leave the city that weekend. Oaks went to jail.[75]",0,0,1,1920-11-04,Middlesboro,Kentucky,"Middlesboro, Kentucky","Middlesboro, Bell County, Kentucky, 40965, USA","Middlesboro, Bell County, Kentucky, 40965, USA","(36.6084155, -83.7165824)",36.6084155,-83.7165824,11,1920,4
70,"February 17, 1922","Valdosta, Georgia",2,0,"John Glover broke into the school house, where he killed a girl and fatally wounded a boy. A mob tracked and killed Glover 7 miles (11 km) away in Indianola (now Naylor, Georgia).[76]",0,0,2,1922-02-17,Valdosta,Georgia,"Valdosta, Georgia","Valdosta, Lowndes County, Georgia, USA","Valdosta, Lowndes County, Georgia, USA","(30.8327022, -83.2784851)",30.8327022,-83.2784851,2,1922,17
71,"August 1, 1922","Ardmore, Oklahoma",1,0,"Bryant Hignight and four other students were at the outhouse of the Mount Zion school. Hignight fired two shots. One instantly killed Raymond Guinn. When questioned, the other three boys said it was an accident.[77]",0,0,1,1922-08-01,Ardmore,Oklahoma,"Ardmore, Oklahoma","Ardmore, Carter County, Oklahoma, 73401, USA","Ardmore, Carter County, Oklahoma, 73401, USA","(34.1742611, -97.1436254)",34.1742611,-97.1436254,8,1922,1
72,"December 29, 1926","Gettysburg, Pennsylvania",0,1,"12-year-old Frederick Heilman was shot through the right instep when Gettysburg College janitor, Joseph Carver, fired toward a group of boys trying to force their way into the college gymnasium. Carver had shot into the ground, and did not realize a bullet had ricocheted. Heilman's father did not press charges.[78]",0,0,1,1926-12-29,Gettysburg,Pennsylvania,"Gettysburg, Pennsylvania","Gettysburg, Adams County, Pennsylvania, USA","Gettysburg, Adams County, Pennsylvania, USA","(39.8309399, -77.2310908)",39.8309399,-77.2310908,12,1926,29
73,"May 22, 1930","Ringe, Minnesota",1,0,"24-year-old Douglas Petersen, killed 20-year-old teacher, Margaret Wegman, who was standing in the doorway of a rural schoolhouse.[79]",0,0,1,1930-05-22,Ringe,Minnesota,"Ringe, Minnesota","Ringe, Olmsted County, Minnesota, USA","Ringe, Olmsted County, Minnesota, USA","(44.1082788, -92.3989242)",44.1082788,-92.3989242,5,1930,22
74,"May 28, 1931","Duluth, Minnesota",1,0,"Katherine McMillen, 24-year-old teacher at the Howard Gensen rural school near Duluth, was accidentally killed by a pupil who brought a revolver to school.[80]",0,0,1,1931-05-28,Duluth,Minnesota,"Duluth, Minnesota","Duluth, Saint Louis County, Minnesota, USA","Duluth, Saint Louis County, Minnesota, USA","(46.7729322, -92.1251218)",46.7729322,-92.1251218,5,1931,28
75,"September 14, 1934","Gill, Massachusetts",1,0,Headmaster Elliott Speer was murdered by a shotgun blast through the window at Northfield Mount Hermon School. The crime was never solved.[81],0,0,1,1934-09-14,Gill,Massachusetts,"Gill, Massachusetts","Gill, Franklin, Massachusetts, USA","Gill, Franklin, Massachusetts, USA","(42.6403629, -72.4995325)",42.6403629,-72.4995325,9,1934,14
76,"June 4, 1936","Bethlehem, Pennsylvania",2,0,"Wesley Clow killed his Lehigh University English instructor, C. Wesley Phy for giving him a failing grade. Clow committed suicide after shooting Phy.[82]",3,0,2,1936-06-04,Bethlehem,Pennsylvania,"Bethlehem, Pennsylvania","Bethlehem, Northampton County, Pennsylvania, USA","Bethlehem, Northampton County, Pennsylvania, USA","(40.6178915, -75.3786521)",40.6178915,-75.3786521,6,1936,4
77,"June 4, 1937","Isabel, Kansas",1,0,"16-year-old Robert Douthitt, was accidentally killed backstage during high school play practice. The revolver was to have been loaded with blanks, but it held live ammunition.[83]",0,0,1,1937-06-04,Isabel,Kansas,"Isabel, Kansas","Isabel, Barber County, Kansas, USA","Isabel, Barber County, Kansas, USA","(37.4666865, -98.550361)",37.4666865,-98.550361,6,1937,4
78,"September 24, 1937","Toledo, Ohio",0,2,"12-year-old Robert Snyder wounded his principal, June Mapes, in her office at Arlington Public School when she declined his request to call a classmate. He fled the grounds, and wounded himself.[84]",0,3,2,1937-09-24,Toledo,Ohio,"Toledo, Ohio","Toledo, Lucas County, Ohio, United States of America","Toledo, Lucas County, Ohio, United States of America","(41.6786754, -83.5127283)",41.6786754,-83.5127283,9,1937,24
79,"January 24, 1938","Blencoe, Iowa",1,0,17-year-old Edward Marley was accidentally killed by a fellow actor with a loaded gun while rehearsing for a play at Blencoe High School.[85],0,0,1,1938-01-24,Blencoe,Iowa,"Blencoe, Iowa","Blencoe, Monona County, Iowa, 51523, USA","Blencoe, Monona County, Iowa, 51523, USA","(41.9302657, -96.0808475)",41.9302657,-96.0808475,1,1938,24
80,"July 4, 1940","Valhalla, New York",1,0,"Angered by the refusal of his daughter, 15-year-old Melba, to leave a boarding school and return home, 47-year-old Joseph Moshell, went to the school and shot and killed his daughter.[86] Moshell was sentenced to death for the murder; the governor of New York later commuted his sentence to life in prison.[87]",0,0,1,1940-07-04,Valhalla,New York,"Valhalla, New York","Valhalla, Town of Mount Pleasant, Westchester County, New York, USA","Valhalla, Town of Mount Pleasant, Westchester County, New York, USA","(41.0748189, -73.7751326)",41.0748189,-73.7751326,7,1940,4
81,"October 2, 1942","New York City, New York",1,0,"Irwin Goodman, 36-year-old mathematics teacher at William J. Gaynor Junior High School, was shot and killed in the school corridor by two boys.[88]",0,0,1,1942-10-02,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,10,1942,2
82,"June 26, 1946","New York City, New York",0,1,"A 15-year-old student was shot in the chest at PS 147 annex of Brooklyn Automotive Trades High School, after refusing to give money to a gang of seven youths.[89]",0,0,1,1946-06-26,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,6,1946,26
83,"December 24, 1948","New York City, New York",1,0,"A 14-year-old student was fatally wounded in the head by a shot from fellow student, 17-year-old Robert Ross, when he happened into range where Ross was target shooting near a lake at the school.[90]",0,0,1,1948-12-24,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,12,1948,24
84,"March 11, 1949","New York City, New York",0,1,A 16-year-old student at Stuyvesant High School was accidentally shot in the arm by a fellow student who was 'showing off' with a pistol in a classroom.[91],0,0,1,1949-03-11,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,3,1949,11
85,"November 12, 1949","Columbus, Ohio",1,0,"Ohio State University freshman James Heer grabbed a .45 caliber handgun from the room of a Delta Tau Delta fraternity brother, and killed 21-year-old Jack McKeown, a senior and fraternity brother.[92] Heer was sentenced to life in prison for the crime.[93]",0,0,1,1949-11-12,Columbus,Ohio,"Columbus, Ohio","Columbus, Franklin County, Ohio, USA","Columbus, Franklin County, Ohio, USA","(39.9622601, -83.0007065)",39.9622601,-83.0007065,11,1949,12
86,"July 22, 1950","New York City, New York",0,1,A 16-year-old boy was shot in the wrist and abdomen at the PS 141 dance during an argument with a former classmate.[94],0,0,1,1950-07-22,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,7,1950,22
87,"January 24, 1951","Alton, Illinois",1,0,"61-year-old Henry Suhre, quartermaster at Western Military Academy, was killed in the cadet store on campus.[95]",0,0,1,1951-01-24,Alton,Illinois,"Alton, Illinois","Alton, Madison County, Illinois, 62002, USA","Alton, Madison County, Illinois, 62002, USA","(38.8906038, -90.1842764)",38.8906038,-90.1842764,1,1951,24
88,"March 12, 1951","Union Mills, North Carolina",2,0,"Professor W.E. Sweatt, superintendent and teacher at the Alexander School, was killed by 16-year-old Billy Ray Powell and 19-year-old Hugh Justice, students whom he had reprimanded. The boys fled and also shot Wade Johnson, 15, for reporting their rule infraction to Sweatt.[96]",0,0,2,1951-03-12,Union Mills,North Carolina,"Union Mills, North Carolina","Union Mills, Rutherford County, North Carolina, 28167, USA","Union Mills, Rutherford County, North Carolina, 28167, USA","(35.487902, -81.9634361)",35.487902,-81.9634361,3,1951,12
89,"November 27, 1951","St. Louis, Missouri",1,0,"15-year-old student, David Brooks, was fatally shot in front of other pupils. Two former students were sought by police.[97]",0,0,1,1951-11-27,St. Louis,Missouri,"St. Louis, Missouri","Saint Louis, City of Saint Louis, Missouri, USA","Saint Louis, City of Saint Louis, Missouri, USA","(38.6268039, -90.1994097)",38.6268039,-90.1994097,11,1951,27
90,"April 9, 1952","New York City, New York",1,0,A 15-year-old boarding school student shot a dean rather than give up his pin-up pictures of girls in bathing suits.[98],0,0,1,1952-04-09,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,4,1952,9
91,"July 14, 1952","New York City, New York",1,0,"Bayard Peakes shot and killed secretary Eileen Fahey at the American Physical Society (APS) office at Columbia University, where he was reportedly upset that the APS had rejected a paper of his.[99] Peakes was deemed insane by a judge; he was held at an asylum for the criminally insane until his death in 2000.[100]",0,0,1,1952-07-14,New York City,New York,"New York City, New York","NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,7,1952,14
92,"October 2, 1953","Chicago, Illinois",1,0,14-year-old Bernice Turner killed 14-year-old Pasquale Coletta inside the science classroom at Kelly High School. The shooting was later ruled to be accidental.[101],0,0,1,1953-10-02,Chicago,Illinois,"Chicago, Illinois","Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,10,1953,2
93,"March 31, 1954","Newton, Massachusetts",1,0,14-year-old John Frankenberger was accidentally killed in a classroom at Day Junior High School when a pistol held by a classmate discharged.[102],0,0,1,1954-03-31,Newton,Massachusetts,"Newton, Massachusetts","Newton, Middlesex County, Massachusetts, USA","Newton, Middlesex County, Massachusetts, USA","(42.3370414, -71.2092214)",42.3370414,-71.2092214,3,1954,31
94,"May 15, 1954","Chapel Hill, North Carolina",1,2,"Putnam Davis Jr. was killed during a fraternity house carnival at the Phi Delta Theta house at the University of North Carolina. William Joyner and Allen Long were wounded during the exchange of gunfire in their room. The incident followed an all-night beer party. Long told police that, while the three were drinking beer at 7 a.m., Davis pulled out a gun and started shooting.[103]",0,0,3,1954-05-15,Chapel Hill,North Carolina,"Chapel Hill, North Carolina","Chapel Hill, Orange County, North Carolina, USA","Chapel Hill, Orange County, North Carolina, USA","(35.9131542, -79.05578)",35.9131542,-79.05578,5,1954,15
